call_id,customer_id,call_date,carrier,country,call_category,predicted_category,confidence,actual_category,latency_ms,blocked,model_version
CALL-000236,CUST-080,2025-05-11,Alder Telecom,Canada,legitimate,legitimate,0.915,legitimate,85,false,v3.1
CALL-000237,CUST-069,2025-01-07,Northstar Mobile,Spain,legitimate,legitimate,0.989,legitimate,150,false,v3.0
CALL-000238,CUST-066,2025-09-09,Northstar Mobile,Germany,legitimate,legitimate,0.948,legitimate,180,false,v3.2
CALL-000239,CUST-016,2025-04-23,Oakline Mobile,United States,robocall,legitimate,0.654,robocall,89,false,v3.0
CALL-000240,CUST-001,2025-05-25,Northstar Mobile,United States,legitimate,legitimate,0.988,legitimate,101,false,v3.1
CALL-000241,CUST-014,2025-12-13,Meadow Connect,United States,legitimate,legitimate,0.93,legitimate,78,false,v3.2
CALL-000242,CUST-030,2025-01-19,multi-carrier,Spain,legitimate,legitimate,0.909,legitimate,128,false,v3.0
CALL-000243,CUST-049,2025-11-06,Bluepeak Mobile,United States,legitimate,legitimate,0.967,legitimate,100,false,v3.2
CALL-000244,CUST-015,2025-07-12,Nimbus Financial,France,robocall,robocall,0.902,robocall,99,true,v3.1
CALL-000245,CUST-057,2025-01-05,Bluepeak Mobile,France,legitimate,legitimate,0.895,legitimate,110,false,v3.0
CALL-000246,CUST-013,2025-04-13,Lighthouse Voice,United States,spam,spam,0.908,spam,99,true,v3.0
CALL-000247,CUST-031,2025-11-25,Northstar Mobile,Australia,legitimate,fraud,0.712,legitimate,121,true,v3.2
CALL-000248,CUST-044,2025-04-17,multi-carrier,Australia,legitimate,legitimate,0.975,legitimate,121,false,v3.0
CALL-000249,CUST-038,2025-01-23,multi-carrier,Canada,fraud,fraud,0.97,fraud,119,true,v3.0
CALL-000250,CUST-098,2025-06-13,Bluepeak Mobile,Canada,fraud,fraud,0.919,fraud,112,true,v3.1
CALL-000251,CUST-030,2025-12-06,multi-carrier,Spain,legitimate,legitimate,0.903,legitimate,191,false,v3.2
CALL-000252,CUST-058,2025-05-30,Alder Telecom,Canada,legitimate,legitimate,0.907,legitimate,105,false,v3.1
CALL-000253,CUST-046,2025-05-07,Northstar Mobile,Australia,legitimate,legitimate,0.913,legitimate,110,false,v3.1
CALL-000254,CUST-082,2025-07-12,Bluepeak Mobile,United States,legitimate,legitimate,0.831,legitimate,83,false,v3.1
CALL-000255,CUST-097,2025-03-08,multi-carrier,Australia,legitimate,legitimate,0.96,legitimate,150,false,v3.0
CALL-000256,CUST-019,2025-05-02,Redwood Bank,United States,spam,spam,0.817,spam,53,true,v3.1
CALL-000257,CUST-092,2025-07-15,Alder Telecom,United States,legitimate,legitimate,0.986,legitimate,83,false,v3.1
CALL-000258,CUST-024,2025-03-19,Bluepeak Mobile,Ireland,spam,legitimate,0.69,spam,112,false,v3.0
CALL-000259,CUST-004,2025-12-12,Cinder Telecom,Australia,legitimate,robocall,0.735,legitimate,111,true,v3.2
CALL-000260,CUST-100,2025-01-09,Northstar Mobile,United States,spam,robocall,0.981,spam,98,true,v3.0
CALL-000261,CUST-001,2025-04-26,Northstar Mobile,United States,legitimate,legitimate,0.81,legitimate,80,false,v3.0
CALL-000262,CUST-005,2025-12-21,Driftwood Voice,United States,spam,legitimate,0.598,spam,116,false,v3.2
CALL-000263,CUST-007,2025-01-14,Fairway Financial,United States,legitimate,legitimate,0.856,legitimate,74,false,v3.0
CALL-000264,CUST-048,2025-04-08,multi-carrier,France,legitimate,legitimate,0.993,legitimate,111,false,v3.0
CALL-000265,CUST-094,2025-04-30,Alder Telecom,Australia,robocall,robocall,0.84,robocall,102,true,v3.0
CALL-000266,CUST-084,2025-09-12,Bluepeak Mobile,Germany,legitimate,legitimate,0.831,legitimate,179,false,v3.2
CALL-000267,CUST-001,2025-06-20,Northstar Mobile,United States,spam,spam,0.918,spam,65,true,v3.1
CALL-000268,CUST-079,2025-11-18,multi-carrier,Canada,legitimate,legitimate,0.888,legitimate,92,false,v3.2
CALL-000269,CUST-046,2025-09-01,Northstar Mobile,Australia,legitimate,fraud,0.637,legitimate,125,false,v3.2
CALL-000270,CUST-082,2025-07-01,Bluepeak Mobile,United States,legitimate,legitimate,0.801,legitimate,92,false,v3.1
CALL-000271,CUST-057,2025-12-22,Bluepeak Mobile,France,legitimate,legitimate,0.943,legitimate,179,false,v3.2
CALL-000272,CUST-002,2025-12-31,Alder Cloud,Canada,spam,spam,0.962,spam,75,true,v3.2
CALL-000273,CUST-060,2025-01-21,Northstar Mobile,Spain,robocall,robocall,0.788,robocall,162,true,v3.0
CALL-000274,CUST-063,2025-03-04,Northstar Mobile,France,legitimate,legitimate,0.871,legitimate,117,false,v3.0
CALL-000275,CUST-093,2025-06-03,Alder Telecom,Netherlands,fraud,fraud,0.768,fraud,116,true,v3.1
CALL-000276,CUST-002,2025-08-04,Alder Cloud,Canada,fraud,fraud,0.892,fraud,98,true,v3.1
CALL-000277,CUST-056,2025-12-12,Northstar Mobile,Australia,legitimate,legitimate,0.855,legitimate,130,false,v3.2
CALL-000278,CUST-038,2025-05-25,multi-carrier,Canada,spam,legitimate,0.713,spam,111,false,v3.1
CALL-000279,CUST-047,2025-04-10,Bluepeak Mobile,United States,legitimate,legitimate,0.932,legitimate,83,false,v3.0
CALL-000280,CUST-071,2025-11-17,Northstar Mobile,Canada,legitimate,legitimate,0.936,legitimate,98,false,v3.2
CALL-000281,CUST-079,2025-02-05,multi-carrier,Canada,legitimate,legitimate,0.855,legitimate,84,false,v3.0
CALL-000282,CUST-050,2025-05-17,Alder Telecom,Canada,legitimate,legitimate,0.855,legitimate,77,false,v3.1
CALL-000283,CUST-073,2025-05-09,Alder Telecom,Australia,legitimate,legitimate,0.847,legitimate,100,false,v3.1
CALL-000284,CUST-100,2025-06-28,Northstar Mobile,United States,fraud,fraud,0.908,fraud,76,true,v3.1
CALL-000285,CUST-014,2025-09-25,Meadow Connect,United States,robocall,robocall,0.968,robocall,68,true,v3.2
CALL-000286,CUST-003,2025-10-29,Bluepeak Bank,Netherlands,legitimate,fraud,0.757,legitimate,179,true,v3.2
CALL-000287,CUST-035,2025-08-31,multi-carrier,United States,spam,spam,0.944,spam,55,true,v3.1
CALL-000288,CUST-025,2025-12-07,Northstar Mobile,United States,spam,spam,0.795,spam,83,true,v3.2
CALL-000289,CUST-059,2025-11-02,Northstar Mobile,United States,spam,spam,0.822,spam,81,true,v3.2
CALL-000290,CUST-041,2025-06-18,Alder Telecom,Australia,legitimate,legitimate,0.995,legitimate,109,false,v3.1
CALL-000291,CUST-029,2025-12-02,multi-carrier,United States,legitimate,legitimate,0.99,legitimate,92,false,v3.2
CALL-000292,CUST-076,2025-08-28,multi-carrier,Australia,legitimate,legitimate,0.898,legitimate,121,false,v3.1
CALL-000293,CUST-031,2025-12-13,Northstar Mobile,Australia,legitimate,legitimate,0.801,legitimate,103,false,v3.2
CALL-000294,CUST-051,2025-01-24,Bluepeak Mobile,Ireland,spam,legitimate,0.669,spam,119,false,v3.0
CALL-000295,CUST-001,2025-07-20,Northstar Mobile,United States,legitimate,legitimate,0.94,legitimate,72,false,v3.1
CALL-000296,CUST-040,2025-04-06,Bluepeak Mobile,Canada,legitimate,legitimate,0.95,legitimate,116,false,v3.0
CALL-000297,CUST-011,2025-12-21,Juniper Bank,United States,legitimate,legitimate,0.857,legitimate,75,false,v3.2
CALL-000298,CUST-048,2025-01-19,multi-carrier,France,legitimate,legitimate,0.888,legitimate,112,false,v3.0
CALL-000299,CUST-077,2025-01-15,Alder Telecom,Australia,legitimate,legitimate,0.921,legitimate,130,false,v3.0
CALL-000300,CUST-058,2025-05-07,Alder Telecom,Canada,legitimate,legitimate,0.815,legitimate,73,false,v3.1
CALL-000301,CUST-092,2025-07-09,Alder Telecom,United States,legitimate,legitimate,0.988,legitimate,95,false,v3.1
CALL-000302,CUST-010,2025-01-26,Ironwood Cloud,Canada,fraud,fraud,0.878,fraud,99,true,v3.0
CALL-000303,CUST-041,2025-05-23,Alder Telecom,Australia,legitimate,legitimate,0.932,legitimate,115,false,v3.1
CALL-000304,CUST-035,2025-02-12,multi-carrier,United States,robocall,robocall,0.825,robocall,71,true,v3.0
CALL-000305,CUST-021,2025-04-05,Northstar Mobile,Netherlands,legitimate,legitimate,0.981,legitimate,105,false,v3.0
CALL-000306,CUST-056,2025-05-02,Northstar Mobile,Australia,legitimate,legitimate,0.88,legitimate,105,false,v3.1
CALL-000307,CUST-083,2025-06-17,Alder Telecom,Canada,legitimate,legitimate,0.973,legitimate,83,false,v3.1
CALL-000308,CUST-061,2025-05-21,multi-carrier,United States,legitimate,legitimate,0.805,legitimate,77,false,v3.1
CALL-000309,CUST-055,2025-10-23,Bluepeak Mobile,Australia,legitimate,legitimate,0.93,legitimate,135,false,v3.2
CALL-000310,CUST-090,2025-05-12,Northstar Mobile,Spain,fraud,legitimate,0.557,fraud,108,false,v3.1
CALL-000311,CUST-020,2025-11-09,Summit Telecom,United States,fraud,fraud,0.826,fraud,76,true,v3.2
CALL-000312,CUST-006,2025-02-26,Everfield Connect,Ireland,spam,legitimate,0.687,spam,96,false,v3.0
CALL-000313,CUST-088,2025-07-21,Bluepeak Mobile,Australia,spam,spam,0.915,spam,109,true,v3.1
CALL-000314,CUST-017,2025-09-25,Pioneer CX,United States,fraud,fraud,0.975,fraud,68,true,v3.2
CALL-000315,CUST-026,2025-05-27,Alder Telecom,Canada,legitimate,legitimate,0.957,legitimate,86,false,v3.1
CALL-000316,CUST-033,2025-02-02,Alder Telecom,Ireland,spam,spam,0.912,spam,103,true,v3.0
CALL-000317,CUST-071,2025-05-08,Northstar Mobile,Canada,robocall,legitimate,0.567,robocall,89,false,v3.1
CALL-000318,CUST-047,2025-12-20,Bluepeak Mobile,United States,legitimate,fraud,0.695,legitimate,101,true,v3.2
CALL-000319,CUST-035,2025-09-11,multi-carrier,United States,legitimate,legitimate,0.895,legitimate,83,false,v3.2
CALL-000320,CUST-084,2025-06-26,Bluepeak Mobile,Germany,legitimate,legitimate,0.948,legitimate,119,false,v3.1
CALL-000321,CUST-025,2025-01-03,Northstar Mobile,United States,fraud,fraud,0.853,fraud,118,true,v3.0
CALL-000322,CUST-048,2025-09-28,multi-carrier,France,robocall,robocall,0.817,robocall,186,true,v3.2
CALL-000323,CUST-085,2025-02-02,multi-carrier,Australia,legitimate,legitimate,0.862,legitimate,129,false,v3.0
CALL-000324,CUST-082,2025-11-01,Bluepeak Mobile,United States,legitimate,legitimate,0.867,legitimate,93,false,v3.2
CALL-000325,CUST-068,2025-12-25,Northstar Mobile,Canada,legitimate,legitimate,0.978,legitimate,88,false,v3.2
CALL-000326,CUST-009,2025-07-23,Harbor CX,France,spam,spam,0.99,spam,172,true,v3.1
CALL-000327,CUST-001,2025-10-11,Northstar Mobile,United States,legitimate,spam,0.681,legitimate,65,true,v3.2
CALL-000328,CUST-082,2025-01-26,Bluepeak Mobile,United States,spam,spam,0.893,spam,96,true,v3.0
CALL-000329,CUST-021,2025-04-17,Northstar Mobile,Netherlands,fraud,legitimate,0.727,fraud,126,false,v3.0
CALL-000330,CUST-048,2025-04-13,multi-carrier,France,legitimate,legitimate,0.848,legitimate,92,false,v3.0
CALL-000331,CUST-046,2025-04-27,Northstar Mobile,Australia,legitimate,legitimate,0.901,legitimate,113,false,v3.0
CALL-000332,CUST-062,2025-01-18,Northstar Mobile,Canada,legitimate,legitimate,0.982,legitimate,91,false,v3.0
CALL-000333,CUST-050,2025-12-08,Alder Telecom,Canada,legitimate,legitimate,0.828,legitimate,93,false,v3.2
CALL-000334,CUST-025,2025-01-09,Northstar Mobile,United States,spam,spam,0.89,spam,103,true,v3.0
CALL-000335,CUST-088,2025-03-21,Bluepeak Mobile,Australia,legitimate,legitimate,0.981,legitimate,117,false,v3.0
CALL-000336,CUST-005,2025-01-29,Driftwood Voice,United States,spam,spam,0.774,spam,82,true,v3.0
CALL-000337,CUST-021,2025-03-14,Northstar Mobile,Netherlands,fraud,legitimate,0.574,fraud,80,false,v3.0
CALL-000338,CUST-065,2025-12-26,Northstar Mobile,Canada,legitimate,fraud,0.582,legitimate,93,false,v3.2
CALL-000339,CUST-084,2025-08-12,Bluepeak Mobile,Germany,spam,spam,0.939,spam,194,true,v3.1
CALL-000340,CUST-047,2025-08-16,Bluepeak Mobile,United States,spam,spam,0.9,spam,73,true,v3.1
CALL-000341,CUST-024,2025-10-21,Bluepeak Mobile,Ireland,legitimate,legitimate,0.989,legitimate,158,false,v3.2
CALL-000342,CUST-014,2025-11-13,Meadow Connect,United States,robocall,spam,0.844,robocall,81,true,v3.2
CALL-000343,CUST-079,2025-04-15,multi-carrier,Canada,spam,spam,0.88,spam,109,true,v3.0
CALL-000344,CUST-038,2025-05-01,multi-carrier,Canada,legitimate,legitimate,0.896,legitimate,97,false,v3.1
CALL-000345,CUST-011,2025-02-17,Juniper Bank,United States,robocall,robocall,0.946,robocall,88,true,v3.0
CALL-000346,CUST-011,2025-07-29,Juniper Bank,United States,legitimate,legitimate,0.877,legitimate,83,false,v3.1
CALL-000347,CUST-019,2025-04-02,Redwood Bank,United States,spam,spam,0.97,spam,76,true,v3.0
CALL-000348,CUST-060,2025-02-05,Northstar Mobile,Spain,legitimate,legitimate,0.98,legitimate,136,false,v3.0
CALL-000349,CUST-080,2025-12-10,Alder Telecom,Canada,legitimate,legitimate,0.961,legitimate,120,false,v3.2
CALL-000350,CUST-011,2025-12-22,Juniper Bank,United States,robocall,legitimate,0.635,robocall,81,false,v3.2
CALL-000351,CUST-003,2025-06-08,Bluepeak Bank,Netherlands,spam,spam,0.969,spam,96,true,v3.1
CALL-000352,CUST-059,2025-05-09,Northstar Mobile,United States,robocall,robocall,0.979,robocall,103,true,v3.1
CALL-000353,CUST-082,2025-07-30,Bluepeak Mobile,United States,legitimate,legitimate,0.813,legitimate,71,false,v3.1
CALL-000354,CUST-077,2025-09-19,Alder Telecom,Australia,spam,spam,0.854,spam,146,true,v3.2
CALL-000355,CUST-100,2025-04-11,Northstar Mobile,United States,fraud,fraud,0.76,fraud,68,true,v3.0
CALL-000356,CUST-031,2025-08-14,Northstar Mobile,Australia,spam,legitimate,0.714,spam,89,false,v3.1
CALL-000357,CUST-049,2025-08-30,Bluepeak Mobile,United States,legitimate,legitimate,0.963,legitimate,94,false,v3.1
CALL-000358,CUST-007,2025-05-29,Fairway Financial,United States,legitimate,legitimate,0.848,legitimate,71,false,v3.1
CALL-000359,CUST-090,2025-06-18,Northstar Mobile,Spain,legitimate,fraud,0.832,legitimate,84,true,v3.1
CALL-000360,CUST-001,2025-12-19,Northstar Mobile,United States,spam,spam,0.982,spam,98,true,v3.2
CALL-000361,CUST-077,2025-08-16,Alder Telecom,Australia,legitimate,legitimate,0.824,legitimate,112,false,v3.1
CALL-000362,CUST-017,2025-04-05,Pioneer CX,United States,fraud,legitimate,0.545,fraud,89,false,v3.0
CALL-000363,CUST-046,2025-05-09,Northstar Mobile,Australia,legitimate,legitimate,0.879,legitimate,120,false,v3.1
CALL-000364,CUST-100,2025-09-30,Northstar Mobile,United States,legitimate,legitimate,0.862,legitimate,97,false,v3.2
CALL-000365,CUST-006,2025-02-04,Everfield Connect,Ireland,fraud,fraud,0.899,fraud,100,true,v3.0
CALL-000366,CUST-075,2025-06-25,multi-carrier,Spain,legitimate,legitimate,0.81,legitimate,83,false,v3.1
CALL-000367,CUST-014,2025-12-06,Meadow Connect,United States,legitimate,legitimate,0.808,legitimate,83,false,v3.2
CALL-000368,CUST-081,2025-08-05,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.887,legitimate,152,false,v3.1
CALL-000369,CUST-032,2025-02-06,Bluepeak Mobile,United States,legitimate,legitimate,0.95,legitimate,62,false,v3.0
CALL-000370,CUST-068,2025-06-20,Northstar Mobile,Canada,legitimate,legitimate,0.965,legitimate,54,false,v3.1
CALL-000371,CUST-023,2025-04-30,Northstar Mobile,Australia,legitimate,legitimate,0.883,legitimate,111,false,v3.0
CALL-000372,CUST-035,2025-01-11,multi-carrier,United States,spam,spam,0.848,spam,66,true,v3.0
CALL-000373,CUST-050,2025-03-07,Alder Telecom,Canada,legitimate,legitimate,0.968,legitimate,96,false,v3.0
CALL-000374,CUST-029,2025-06-30,multi-carrier,United States,legitimate,legitimate,0.889,legitimate,64,false,v3.1
CALL-000375,CUST-021,2025-11-10,Northstar Mobile,Netherlands,legitimate,legitimate,0.823,legitimate,179,false,v3.2
CALL-000376,CUST-086,2025-01-22,Bluepeak Mobile,Canada,spam,spam,0.942,spam,131,true,v3.0
CALL-000377,CUST-018,2025-02-21,Quartz Cloud,Germany,legitimate,legitimate,0.883,legitimate,100,false,v3.0
CALL-000378,CUST-052,2025-06-24,Alder Telecom,Canada,legitimate,legitimate,0.861,legitimate,107,false,v3.1
CALL-000379,CUST-087,2025-08-25,Northstar Mobile,Ireland,legitimate,legitimate,0.917,legitimate,149,false,v3.1
CALL-000380,CUST-026,2025-01-25,Alder Telecom,Canada,robocall,robocall,0.968,robocall,114,true,v3.0
CALL-000381,CUST-077,2025-08-02,Alder Telecom,Australia,spam,spam,0.858,spam,103,true,v3.1
CALL-000382,CUST-035,2025-02-16,multi-carrier,United States,spam,spam,0.802,spam,79,true,v3.0
CALL-000383,CUST-026,2025-03-03,Alder Telecom,Canada,legitimate,legitimate,0.804,legitimate,53,false,v3.0
CALL-000384,CUST-077,2025-08-18,Alder Telecom,Australia,legitimate,legitimate,0.825,legitimate,147,false,v3.1
CALL-000385,CUST-069,2025-08-24,Northstar Mobile,Spain,legitimate,legitimate,0.82,legitimate,185,false,v3.1
CALL-000386,CUST-020,2025-03-06,Summit Telecom,United States,legitimate,legitimate,0.91,legitimate,75,false,v3.0
CALL-000387,CUST-077,2025-09-19,Alder Telecom,Australia,spam,spam,0.842,spam,134,true,v3.2
CALL-000388,CUST-077,2025-09-16,Alder Telecom,Australia,legitimate,legitimate,0.943,legitimate,120,false,v3.2
CALL-000389,CUST-023,2025-12-24,Northstar Mobile,Australia,legitimate,robocall,0.564,legitimate,105,false,v3.2
CALL-000390,CUST-062,2025-12-25,Northstar Mobile,Canada,spam,spam,0.918,spam,100,true,v3.2
CALL-000391,CUST-084,2025-08-02,Bluepeak Mobile,Germany,spam,spam,0.921,spam,198,true,v3.1
CALL-000392,CUST-024,2025-04-20,Bluepeak Mobile,Ireland,spam,spam,0.781,spam,96,true,v3.0
CALL-000393,CUST-018,2025-10-08,Quartz Cloud,Germany,legitimate,legitimate,0.827,legitimate,197,false,v3.2
CALL-000394,CUST-084,2025-04-20,Bluepeak Mobile,Germany,legitimate,legitimate,0.907,legitimate,96,false,v3.0
CALL-000395,CUST-092,2025-09-23,Alder Telecom,United States,robocall,robocall,0.817,robocall,74,true,v3.2
CALL-000396,CUST-034,2025-06-25,Northstar Mobile,Canada,legitimate,legitimate,0.949,legitimate,119,false,v3.1
CALL-000397,CUST-004,2025-06-26,Cinder Telecom,Australia,legitimate,legitimate,0.939,legitimate,125,false,v3.1
CALL-000398,CUST-058,2025-07-15,Alder Telecom,Canada,fraud,fraud,0.874,fraud,100,true,v3.1
CALL-000399,CUST-025,2025-12-06,Northstar Mobile,United States,legitimate,legitimate,0.938,legitimate,92,false,v3.2
CALL-000400,CUST-087,2025-12-23,Northstar Mobile,Ireland,legitimate,legitimate,0.871,legitimate,150,false,v3.2
CALL-000401,CUST-003,2025-02-11,Bluepeak Bank,Netherlands,robocall,legitimate,0.668,robocall,115,false,v3.0
CALL-000402,CUST-002,2025-05-01,Alder Cloud,Canada,spam,spam,0.859,spam,96,true,v3.1
CALL-000403,CUST-031,2025-12-09,Northstar Mobile,Australia,legitimate,legitimate,0.808,legitimate,114,false,v3.2
CALL-000404,CUST-058,2025-08-31,Alder Telecom,Canada,legitimate,legitimate,0.928,legitimate,100,false,v3.1
CALL-000405,CUST-010,2025-12-21,Ironwood Cloud,Canada,legitimate,legitimate,0.8,legitimate,100,false,v3.2
CALL-000406,CUST-092,2025-09-19,Alder Telecom,United States,spam,spam,0.96,spam,44,true,v3.2
CALL-000407,CUST-021,2025-08-11,Northstar Mobile,Netherlands,legitimate,legitimate,0.984,legitimate,214,false,v3.1
CALL-000408,CUST-100,2025-05-03,Northstar Mobile,United States,spam,spam,0.971,spam,84,true,v3.1
CALL-000409,CUST-016,2025-06-09,Oakline Mobile,United States,legitimate,legitimate,0.931,legitimate,86,false,v3.1
CALL-000410,CUST-021,2025-04-22,Northstar Mobile,Netherlands,legitimate,legitimate,0.98,legitimate,101,false,v3.0
CALL-000411,CUST-055,2025-02-20,Bluepeak Mobile,Australia,legitimate,legitimate,0.92,legitimate,122,false,v3.0
CALL-000412,CUST-016,2025-09-24,Oakline Mobile,United States,legitimate,legitimate,0.84,legitimate,56,false,v3.2
CALL-000413,CUST-032,2025-11-02,Bluepeak Mobile,United States,legitimate,legitimate,0.974,legitimate,73,false,v3.2
CALL-000414,CUST-077,2025-06-20,Alder Telecom,Australia,legitimate,legitimate,0.991,legitimate,105,false,v3.1
CALL-000415,CUST-032,2025-08-29,Bluepeak Mobile,United States,spam,legitimate,0.575,spam,48,false,v3.1
CALL-000416,CUST-008,2025-05-30,Granite Mobile,United States,legitimate,legitimate,0.94,legitimate,85,false,v3.1
CALL-000417,CUST-021,2025-03-21,Northstar Mobile,Netherlands,legitimate,robocall,0.823,legitimate,108,true,v3.0
CALL-000418,CUST-052,2025-10-06,Alder Telecom,Canada,legitimate,spam,0.848,legitimate,73,true,v3.2
CALL-000419,CUST-001,2025-06-14,Northstar Mobile,United States,legitimate,legitimate,0.819,legitimate,82,false,v3.1
CALL-000420,CUST-078,2025-07-18,Bluepeak Mobile,Ireland,legitimate,legitimate,0.982,legitimate,190,false,v3.1
CALL-000421,CUST-082,2025-05-28,Bluepeak Mobile,United States,spam,spam,0.897,spam,117,true,v3.1
CALL-000422,CUST-062,2025-11-26,Northstar Mobile,Canada,legitimate,legitimate,0.916,legitimate,97,false,v3.2
CALL-000423,CUST-057,2025-01-20,Bluepeak Mobile,France,spam,spam,0.946,spam,96,true,v3.0
CALL-000424,CUST-035,2025-12-01,multi-carrier,United States,legitimate,legitimate,0.889,legitimate,57,false,v3.2
CALL-000425,CUST-079,2025-01-18,multi-carrier,Canada,legitimate,fraud,0.787,legitimate,90,true,v3.0
CALL-000426,CUST-023,2025-11-07,Northstar Mobile,Australia,spam,fraud,0.882,spam,134,true,v3.2
CALL-000427,CUST-004,2025-08-28,Cinder Telecom,Australia,legitimate,legitimate,0.985,legitimate,81,false,v3.1
